series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Sex	Units	Sex description	Units description	2000	2005	2010	2015	2016	last.5.years.mean	latest.year	latest.value	latest.source	latest.nature
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	752	14.3775338	60.60103109	SWE	Sweden	3	BOTHSEX	NUMBER	Both	Number	1389	1481	1434	1534	1455	1494.5	2016	1455	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	CA
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	756	8.223158	46.96617097	CHE	Switzerland	1	FEMALE	NUMBER	Female	Number	521	558	455	517	525	521	2016	525	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	CA
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	756	8.223158	46.96617097	CHE	Switzerland	2	MALE	NUMBER	Male	Number	1039	980	812	904	917	910.5	2016	917	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	CA
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	756	8.223158	46.96617097	CHE	Switzerland	3	BOTHSEX	NUMBER	Both	Number	1560	1538	1267	1420	1443	1431.5	2016	1443	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	CA
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	760	38.50466565	35.01676176	SYR	Syrian Arab Republic (Syria)	1	FEMALE	NUMBER	Female	Number	45	56	88	81	82	81.5	2016	82	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	E
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	760	38.50466565	35.01676176	SYR	Syrian Arab Republic (Syria)	2	MALE	NUMBER	Male	Number	171	229	315	276	275	275.5	2016	275	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	E
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	760	38.50466565	35.01676176	SYR	Syrian Arab Republic (Syria)	3	BOTHSEX	NUMBER	Both	Number	216	286	403	357	357	357	2016	357	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	E
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	762	69.294998	38.43069666	TJK	Tajikistan	1	FEMALE	NUMBER	Female	Number	50	53	51	56	57	56.5	2016	57	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	E
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	762	69.294998	38.43069666	TJK	Tajikistan	2	MALE	NUMBER	Male	Number	135	144	140	158	162	160	2016	162	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	E
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	762	69.294998	38.43069666	TJK	Tajikistan	3	BOTHSEX	NUMBER	Both	Number	186	197	191	214	218	216	2016	218	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	E
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	764	101.0202951	15.13089239	THA	Thailand	1	FEMALE	NUMBER	Female	Number	2690	2058	2177	2069	2083	2076	2016	2083	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	E
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	764	101.0202951	15.13089239	THA	Thailand	2	MALE	NUMBER	Male	Number	7527	6236	7450	7927	7862	7894.5	2016	7862	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	E
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	764	101.0202951	15.13089239	THA	Thailand	3	BOTHSEX	NUMBER	Both	Number	10217	8294	9628	9996	9945	9970.5	2016	9945	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	E
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	768	0.97835765	8.532096072	TGO	Togo	1	FEMALE	NUMBER	Female	Number	163	188	202	231	243	237	2016	243	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	M
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	768	0.97835765	8.532096072	TGO	Togo	2	MALE	NUMBER	Male	Number	316	377	418	464	486	475	2016	486	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	M
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	768	0.97835765	8.532096072	TGO	Togo	3	BOTHSEX	NUMBER	Both	Number	479	564	620	694	730	712	2016	730	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	M
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	772	-171.8154473	-9.214545558	TKL	Tokelau	1	FEMALE	NUMBER	Female	Number										
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	772	-171.8154473	-9.214545558	TKL	Tokelau	2	MALE	NUMBER	Male	Number										
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	772	-171.8154473	-9.214545558	TKL	Tokelau	3	BOTHSEX	NUMBER	Both	Number										
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	776	-175.1959991	-21.19511329	TON	Tonga	1	FEMALE	NUMBER	Female	Number	2	1	1	1	1	1	2016	1	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	M
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	776	-175.1959991	-21.19511329	TON	Tonga	2	MALE	NUMBER	Male	Number	2	2	2	2	2	2	2016	2	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	M
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	776	-175.1959991	-21.19511329	TON	Tonga	3	BOTHSEX	NUMBER	Both	Number	4	3	4	4	4	4	2016	4	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	M
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	780	-61.29389504	10.41877263	TTO	Trinidad and Tobago	1	FEMALE	NUMBER	Female	Number	42	35	38	31	31	31	2016	31	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	CA
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	780	-61.29389504	10.41877263	TTO	Trinidad and Tobago	2	MALE	NUMBER	Male	Number	147	125	155	153	155	154	2016	155	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	CA
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	780	-61.29389504	10.41877263	TTO	Trinidad and Tobago	3	BOTHSEX	NUMBER	Both	Number	189	160	193	185	186	185.5	2016	186	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	CA
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	784	53.98279159	23.43322219	ARE	United Arab Emirates	1	FEMALE	NUMBER	Female	Number	11	13	16	17	17	17	2016	17	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	E
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	784	53.98279159	23.43322219	ARE	United Arab Emirates	2	MALE	NUMBER	Male	Number	89	130	233	238	241	239.5	2016	241	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	E
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	784	53.98279159	23.43322219	ARE	United Arab Emirates	3	BOTHSEX	NUMBER	Both	Number	100	144	249	255	258	256.5	2016	258	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	E
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	788	9.572737411	34.11439971	TUN	Tunisia	1	FEMALE	NUMBER	Female	Number	101	111	125	133	132	132.5	2016	132	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	E
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	788	9.572737411	34.11439971	TUN	Tunisia	2	MALE	NUMBER	Male	Number	238	256	261	251	250	250.5	2016	250	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	E
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	788	9.572737411	34.11439971	TUN	Tunisia	3	BOTHSEX	NUMBER	Both	Number	339	368	387	385	383	384	2016	383	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	E
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	792	35.42890329	38.9899684	TUR	Turkey	1	FEMALE	NUMBER	Female	Number	939	1106	1407	1337	1319	1328	2016	1319	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	E
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	792	35.42890329	38.9899684	TUR	Turkey	2	MALE	NUMBER	Male	Number	3585	4065	4646	4403	4476	4439.5	2016	4476	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	E
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	792	35.42890329	38.9899684	TUR	Turkey	3	BOTHSEX	NUMBER	Both	Number	4524	5172	6053	5740	5795	5767.5	2016	5795	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	E
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	795	58.9787665	40.0912346	TKM	Turkmenistan	1	FEMALE	NUMBER	Female	Number	85	116	95	103	99	101	2016	99	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	E
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	795	58.9787665	40.0912346	TKM	Turkmenistan	2	MALE	NUMBER	Male	Number	325	441	294	296	281	288.5	2016	281	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	E
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	795	58.9787665	40.0912346	TKM	Turkmenistan	3	BOTHSEX	NUMBER	Both	Number	410	557	389	399	380	389.5	2016	380	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	E
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	796	-71.745121	21.80780585	TCA	Turks and Caicos Islands	1	FEMALE	NUMBER	Female	Number										
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	796	-71.745121	21.80780585	TCA	Turks and Caicos Islands	2	MALE	NUMBER	Male	Number										
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	796	-71.745121	21.80780585	TCA	Turks and Caicos Islands	3	BOTHSEX	NUMBER	Both	Number										
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	798	178.6679611	-7.460048071	TUV	Tuvalu	1	FEMALE	NUMBER	Female	Number										
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	798	178.6679611	-7.460048071	TUV	Tuvalu	2	MALE	NUMBER	Male	Number										
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	798	178.6679611	-7.460048071	TUV	Tuvalu	3	BOTHSEX	NUMBER	Both	Number										
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	800	32.39100438	1.279557331	UGA	Uganda	1	FEMALE	NUMBER	Female	Number	1375	1503	1769	1876	1897	1886.5	2016	1897	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	M
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	800	32.39100438	1.279557331	UGA	Uganda	2	MALE	NUMBER	Male	Number	1303	1494	1789	2117	2208	2162.5	2016	2208	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	M
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	800	32.39100438	1.279557331	UGA	Uganda	3	BOTHSEX	NUMBER	Both	Number	2678	2997	3557	3993	4105	4049	2016	4105	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	M
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	804	31.40270802	49.00735945	UKR	Ukraine	1	FEMALE	NUMBER	Female	Number	3207	2700	2077	1632	1510	1571	2016	1510	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	E
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	804	31.40270802	49.00735945	UKR	Ukraine	2	MALE	NUMBER	Male	Number	14797	13488	10326	8666	8443	8554.5	2016	8443	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	E
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	804	31.40270802	49.00735945	UKR	Ukraine	3	BOTHSEX	NUMBER	Both	Number	18003	16188	12403	10298	9952	10125	2016	9952	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	E
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	807	21.7007909	41.60048068	MKD	Macedonia, Republic of	1	FEMALE	NUMBER	Female	Number	47	41	35	41	41	41	2016	41	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	CA
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	807	21.7007909	41.60048068	MKD	Macedonia, Republic of	2	MALE	NUMBER	Male	Number	109	107	87	122	123	122.5	2016	123	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	CA
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	807	21.7007909	41.60048068	MKD	Macedonia, Republic of	3	BOTHSEX	NUMBER	Both	Number	156	148	123	163	164	163.5	2016	164	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	CA
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	818	29.77468534	26.57438204	EGY	Egypt	1	FEMALE	NUMBER	Female	Number	469	555	610	691	704	697.5	2016	704	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	E
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	818	29.77468534	26.57438204	EGY	Egypt	2	MALE	NUMBER	Male	Number	1821	2063	2437	2833	3095	2964	2016	3095	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	E
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	818	29.77468534	26.57438204	EGY	Egypt	3	BOTHSEX	NUMBER	Both	Number	2290	2618	3047	3524	3799	3661.5	2016	3799	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	E
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	826	-2.23830539	53.27691757	GBR	United Kingdom	1	FEMALE	NUMBER	Female	Number	1447	1386	1267	1502	1465	1483.5	2016	1465	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	CA
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	826	-2.23830539	53.27691757	GBR	United Kingdom	2	MALE	NUMBER	Male	Number	3932	3555	3696	4217	4364	4290.5	2016	4364	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	CA
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	826	-2.23830539	53.27691757	GBR	United Kingdom	3	BOTHSEX	NUMBER	Both	Number	5379	4941	4963	5718	5829	5773.5	2016	5829	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	CA
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	831	-2.200712402	49.71561166	GGY	Guernsey	1	FEMALE	NUMBER	Female	Number										
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	831	-2.200712402	49.71561166	GGY	Guernsey	2	MALE	NUMBER	Male	Number										
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	831	-2.200712402	49.71561166	GGY	Guernsey	3	BOTHSEX	NUMBER	Both	Number										
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	832	-2.136773508	49.22353354	JEY	Jersey	1	FEMALE	NUMBER	Female	Number										
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	832	-2.136773508	49.22353354	JEY	Jersey	2	MALE	NUMBER	Male	Number										
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	832	-2.136773508	49.22353354	JEY	Jersey	3	BOTHSEX	NUMBER	Both	Number										
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	833	-4.538190305	54.22880901	IMN	Isle of Man	1	FEMALE	NUMBER	Female	Number										
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	833	-4.538190305	54.22880901	IMN	Isle of Man	2	MALE	NUMBER	Male	Number										
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	833	-4.538190305	54.22880901	IMN	Isle of Man	3	BOTHSEX	NUMBER	Both	Number										
2018.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	834	34.80521182	-6.265332606	TZA	Tanzania, United Republic of	1	FEMALE	NUMBER	Female	Number	660	630	716	862	898	880	2016	898	Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018	M
