series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Location	Units	Location description	Units description	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	last.5.years.mean	latest.year	latest.value	latest.source	latest.nature
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	784	53.98279159	23.43322219	ARE	United Arab Emirates	1	ALLAREA	PERCENT	All areas	Percentage	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	2016	100	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	784	53.98279159	23.43322219	ARE	United Arab Emirates	2	URBAN	PERCENT	Urban	Percentage	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	2016	100	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	784	53.98279159	23.43322219	ARE	United Arab Emirates	3	RURAL	PERCENT	Rural	Percentage	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	2016	100	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	788	9.572737411	34.11439971	TUN	Tunisia	1	ALLAREA	PERCENT	All areas	Percentage	94.8	97.3	97.8	98.4	99	99.3	99.4	99.4	99.4	99.5	99.5	99.5	99.5	99.7	99.8	100	100	99.8	2016	100	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	788	9.572737411	34.11439971	TUN	Tunisia	2	URBAN	PERCENT	Urban	Percentage	99.77	99.76	99.74	99.73	99.72	99.67	99.71	100	99.75	99.79	99.93	99.79	99.94	99.97	99.99	100	100	99.98	2016	100	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	788	9.572737411	34.11439971	TUN	Tunisia	3	RURAL	PERCENT	Rural	Percentage	86.18	92.97	94.32	95.98	97.68	97.3	98.81	98.47	98.73	98.95	98.59	98.22	98.64	99.16	99.41	100	100	99.442	2016	100	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	792	35.42890329	38.9899684	TUR	Turkey	1	ALLAREA	PERCENT	All areas	Percentage	94.75	95.26	95.75	96.24	96.73	97.22	97.73	98.27	98.81	99.31	100	99.91	99.99	100	100	100	100	99.998	2016	100	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	792	35.42890329	38.9899684	TUR	Turkey	2	URBAN	PERCENT	Urban	Percentage	97.12	97.38	97.64	97.89	98.16	98.42	98.7	98.99	99.28	99.56	100	99.93	99.99	100	100	100	100	99.998	2016	100	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	792	35.42890329	38.9899684	TUR	Turkey	3	RURAL	PERCENT	Rural	Percentage	90.41	91.26	92.11	92.96	93.81	94.7	95.63	96.67	97.72	98.71	100	99.87	99.99	100	100	100	100	99.998	2016	100	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	795	58.9787665	40.0912346	TKM	Turkmenistan	1	ALLAREA	PERCENT	All areas	Percentage	99.6	99.6	99.6	99.6	99.6	99.6	99.84	99.64	99.68	99.75	100	99.91	99.96	99.99	100	100	100	99.99	2016	100	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	795	58.9787665	40.0912346	TKM	Turkmenistan	2	URBAN	PERCENT	Urban	Percentage	99.7	99.63	99.64	99.65	99.66	99.68	99.87	99.74	99.78	99.84	100	99.96	99.99	100	100	100	100	99.998	2016	100	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	795	58.9787665	40.0912346	TKM	Turkmenistan	3	RURAL	PERCENT	Rural	Percentage	99.6	99.57	99.57	99.56	99.55	99.53	99.82	99.55	99.59	99.66	100	99.86	99.94	99.98	100	100	100	99.984	2016	100	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	796	-71.745121	21.80780585	TCA	Turks and Caicos Islands	1	ALLAREA	PERCENT	All areas	Percentage	95.6	92.72	92.86	92.98	93.11	93.24	93.38	93.54	93.73	93.93	94.15	94.39	93.1	94.9	95.16	95.43	95.7	94.858	2016	95.7	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	796	-71.745121	21.80780585	TCA	Turks and Caicos Islands	2	URBAN	PERCENT	Urban	Percentage	99.99	99.97	99.95	99.92	99.9	99.88	99.87	99.87	99.88	99.9	99.93	99.96	99.99	100	100	100	100	99.998	2016	100	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	796	-71.745121	21.80780585	TCA	Turks and Caicos Islands	3	RURAL	PERCENT	Rural	Percentage	71.58	50.47	49.27	48.11	46.92	45.7	44.49	43.39	42.4	41.54	40.8	40.25	22.72	40.16	40.7	41.54	42.66	37.556	2016	42.66	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	798	178.6679611	-7.460048071	TUV	Tuvalu	1	ALLAREA	PERCENT	All areas	Percentage	94.3	94.57	94.63	95.08	95.33	95.59	95.85	96.7	96.45	96.78	97.13	97.49	97.67	98.25	98.64	99.03	99.43	98.604	2016	99.43	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	798	178.6679611	-7.460048071	TUV	Tuvalu	2	URBAN	PERCENT	Urban	Percentage	95.56	95.82	95.4	96.34	96.6	96.87	97.15	98.6	97.74	98.06	98.39	98.72	98.82	99.39	99.67	99.88	100	99.552	2016	100	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	798	178.6679611	-7.460048071	TUV	Tuvalu	3	RURAL	PERCENT	Rural	Percentage	93.23	93.49	94.1	93.93	94.12	94.32	94.52	95.3	95.01	95.29	95.6	95.94	96.62	96.69	97.16	97.78	98.54	97.358	2016	98.54	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	800	32.39100438	1.279557331	UGA	Uganda	1	ALLAREA	PERCENT	All areas	Percentage	8.4	8.6	7.8	10.24	10.85	8.9	9	12.72	13.38	10	14.77	14.6	16.21	13.9	20.4	18.5	26.7	19.142	2016	26.7	Source: Global Tracking Framework 2018	G
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	800	32.39100438	1.279557331	UGA	Uganda	2	URBAN	PERCENT	Urban	Percentage	41.55	43.9	39.3	43.87	44.65	49	41.8	47.03	47.85	45	49.52	55.4	51.23	52.09	51.4	51.9	57.5	52.824	2016	57.5	Source: Global Tracking Framework 2018	G
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	800	32.39100438	1.279557331	UGA	Uganda	3	RURAL	PERCENT	Rural	Percentage	3.85	2.4	2.7	5.45	5.91	2.5	2.9	7.32	7.82	3.3	8.88	5.3	9.98	6.93	10.3	9	18	10.842	2016	18	Source: Global Tracking Framework 2018	G
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	804	31.40270802	49.00735945	UKR	Ukraine	1	ALLAREA	PERCENT	All areas	Percentage	99.38	99.43	99.47	99.51	99.54	99.89	99.63	99.8	99.78	99.87	99.95	99.99	99.87	100	100	100	100	99.974	2016	100	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	804	31.40270802	49.00735945	UKR	Ukraine	2	URBAN	PERCENT	Urban	Percentage	99.4	99.45	99.5	99.55	99.6	99.94	99.72	99.9	99.87	99.93	99.98	100	99.92	100	100	100	100	99.984	2016	100	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	804	31.40270802	49.00735945	UKR	Ukraine	3	RURAL	PERCENT	Rural	Percentage	99.33	99.39	99.41	99.42	99.42	99.75	99.45	99.6	99.6	99.74	99.87	99.96	99.73	100	100	100	100	99.946	2016	100	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	807	21.7007909	41.60048068	MKD	Macedonia, Republic of	1	ALLAREA	PERCENT	All areas	Percentage	97.4	97.61	97.81	98.01	98.21	98.42	99	98.87	99.2	99.2	99.65	99.73	99.96	99.99	100	100	100	99.99	2016	100	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	807	21.7007909	41.60048068	MKD	Macedonia, Republic of	2	URBAN	PERCENT	Urban	Percentage	96.3	96.58	96.86	97.14	97.43	97.72	98	98.34	98.66	99	99.33	99.79	99.85	99.96	100	100	100	99.962	2016	100	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	807	21.7007909	41.60048068	MKD	Macedonia, Republic of	3	RURAL	PERCENT	Rural	Percentage	98.95	99.05	99.14	99.2	99.28	99.37	98	99.58	99.92	99.47	100	99.62	100	100	100	100	100	100	2016	100	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	818	29.77468534	26.57438204	EGY	Egypt	1	ALLAREA	PERCENT	All areas	Percentage	97.7	97.44	97.67	98.8	98.1	99.4	99.04	98.82	99.8	99.38	99.65	99.85	99.7	100	99.8	100	100	99.9	2016	100	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	818	29.77468534	26.57438204	EGY	Egypt	2	URBAN	PERCENT	Urban	Percentage	99.5	99.33	99.35	99.7	99.8	99.8	99.47	99.53	99.9	99.66	99.67	99.83	99.53	99.97	99.9	100	100	99.88	2016	100	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	818	29.77468534	26.57438204	EGY	Egypt	3	RURAL	PERCENT	Rural	Percentage	95.9	96.03	96.4	97.8	98.9	99.1	98.71	98.29	99.3	99.17	99.49	99.87	99.85	100	99.8	100	100	99.93	2016	100	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	826	-2.23830539	53.27691757	GBR	United Kingdom	1	ALLAREA	PERCENT	All areas	Percentage	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	2016	100	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	826	-2.23830539	53.27691757	GBR	United Kingdom	2	URBAN	PERCENT	Urban	Percentage	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	2016	100	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	826	-2.23830539	53.27691757	GBR	United Kingdom	3	RURAL	PERCENT	Rural	Percentage	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	2016	100	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	831	-2.200712402	49.71561166	GGY	Guernsey	1	ALLAREA	PERCENT	All areas	Percentage																						
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	831	-2.200712402	49.71561166	GGY	Guernsey	2	URBAN	PERCENT	Urban	Percentage																						
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	831	-2.200712402	49.71561166	GGY	Guernsey	3	RURAL	PERCENT	Rural	Percentage																						
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	832	-2.136773508	49.22353354	JEY	Jersey	1	ALLAREA	PERCENT	All areas	Percentage																						
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	832	-2.136773508	49.22353354	JEY	Jersey	2	URBAN	PERCENT	Urban	Percentage																						
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	832	-2.136773508	49.22353354	JEY	Jersey	3	RURAL	PERCENT	Rural	Percentage																						
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	833	-4.538190305	54.22880901	IMN	Isle of Man	1	ALLAREA	PERCENT	All areas	Percentage	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	2016	100	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	833	-4.538190305	54.22880901	IMN	Isle of Man	2	URBAN	PERCENT	Urban	Percentage	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	2016	100	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	833	-4.538190305	54.22880901	IMN	Isle of Man	3	RURAL	PERCENT	Rural	Percentage	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	2016	100	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	834	34.80521182	-6.265332606	TZA	Tanzania, United Republic of	1	ALLAREA	PERCENT	All areas	Percentage	9.62	10.24	10.85	11.1	11.4	12.67	13.3	13.94	11.5	11.2	14.8	14.2	15.3	16.4	18.91	18.5	32.8	20.382	2016	32.8	Source: Global Tracking Framework 2018	G
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	834	34.80521182	-6.265332606	TZA	Tanzania, United Republic of	2	URBAN	PERCENT	Urban	Percentage	33.51	34.77	36.03	36.5	38.9	39.82	41.09	42.38	40.1	43.5	46.2	42.9	46.4	50.3	51.69	51.9	65.3	53.118	2016	65.3	Source: Global Tracking Framework 2018	G
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	834	34.80521182	-6.265332606	TZA	Tanzania, United Republic of	3	RURAL	PERCENT	Rural	Percentage	2.76	3.05	3.32	1.8	1.6	3.7	3.79	3.88	2.1	2	3.7	4.1	3.6	4.2	4.25	9	16.9	7.59	2016	16.9	Source: Global Tracking Framework 2018	G
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	840	-99.13830311	39.5277871	USA	United States of America	1	ALLAREA	PERCENT	All areas	Percentage	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	2016	100	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	840	-99.13830311	39.5277871	USA	United States of America	2	URBAN	PERCENT	Urban	Percentage	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	2016	100	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	840	-99.13830311	39.5277871	USA	United States of America	3	RURAL	PERCENT	Rural	Percentage	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	2016	100	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	850	-64.76960113	17.73297693	VIR	United States Virgin Islands	1	ALLAREA	PERCENT	All areas	Percentage	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	2016	100	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	850	-64.76960113	17.73297693	VIR	United States Virgin Islands	2	URBAN	PERCENT	Urban	Percentage	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	2016	100	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	850	-64.76960113	17.73297693	VIR	United States Virgin Islands	3	RURAL	PERCENT	Rural	Percentage	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	2016	100	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	854	-1.742843829	12.27491081	BFA	Burkina Faso	1	ALLAREA	PERCENT	All areas	Percentage	9.22	9.79	10.35	11.4	11.45	12.01	12.58	13.17	13.78	14.41	13.1	15.72	16.4	17.08	19.2	18.47	19.16	18.062	2016	19.16	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	854	-1.742843829	12.27491081	BFA	Burkina Faso	2	URBAN	PERCENT	Urban	Percentage	41.1	42.28	43.46	52.4	45.83	47.01	48.21	49.42	50.64	51.88	48.5	54.38	55.64	56.91	58	59.45	60.72	58.144	2016	60.72	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	854	-1.742843829	12.27491081	BFA	Burkina Faso	3	RURAL	PERCENT	Rural	Percentage	2.3	2.4	2.45	0.8	2.45	2.4	2.33	2.24	2.14	2.04	1.4	1.78	1.63	1.46	3	1.03	0.77	1.578	2016	0.77	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	858	-56.01387025	-32.8002838	URY	Uruguay	1	ALLAREA	PERCENT	All areas	Percentage	98.01	98.09	98.17	98.24	98.31	98.38	98.51	98.69	98.78	98.83	98.99	99.17	99.35	99.61	99.66	99.71	100	99.666	2016	100	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	858	-56.01387025	-32.8002838	URY	Uruguay	2	URBAN	PERCENT	Urban	Percentage	99.34	99.2	99.21	99.22	99.23	99.25	99.33	99.39	99.47	99.43	99.51	99.43	99.68	99.75	99.78	99.81	100	99.804	2016	100	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	858	-56.01387025	-32.8002838	URY	Uruguay	3	RURAL	PERCENT	Rural	Percentage	82.66	84.82	85.2	85.53	85.85	86.22	86.77	88.61	88.94	89.05	90.24	94.44	93.27	97.04	97.45	97.95	100	97.142	2016	100	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	860	63.11944558	41.77560518	UZB	Uzbekistan	1	ALLAREA	PERCENT	All areas	Percentage	99.63	99.67	99.7	99.71	99.73	99.76	99.49	99.84	99.9	99.96	99.99	100	100	100	100	100	100	100	2016	100	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	860	63.11944558	41.77560518	UZB	Uzbekistan	2	URBAN	PERCENT	Urban	Percentage	99.88	99.9	99.9	99.95	99.97	100	99.79	100	100	100	100	100	100	100	100	100	100	100	2016	100	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	860	63.11944558	41.77560518	UZB	Uzbekistan	3	RURAL	PERCENT	Rural	Percentage	99.49	99.53	99.5	99.58	99.59	99.62	99.31	99.75	99.85	99.93	99.98	100	100	100	100	100	100	100	2016	100	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	862	-66.15642084	7.121324748	VEN	Venezuela (Bolivarian Republic)	1	ALLAREA	PERCENT	All areas	Percentage	98.49	98.5	98.51	98.51	98.51	98.52	98.54	98.57	98.63	98.71	98.81	98.84	99.04	99.18	99.32	99.46	99.6	99.32	2016	99.6	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	862	-66.15642084	7.121324748	VEN	Venezuela (Bolivarian Republic)	2	URBAN	PERCENT	Urban	Percentage	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	2016	100	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	862	-66.15642084	7.121324748	VEN	Venezuela (Bolivarian Republic)	3	RURAL	PERCENT	Rural	Percentage	87.4	87.22	87.13	87.08	87.04	87.05	87.16	87.43	87.9	88.56	89.39	89.63	91.43	92.6	93.83	95.1	96.38	93.868	2016	96.38	Source: Global Tracking Framework 2018	E
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	876	-176.2034788	-13.28471201	WLF	Wallis and Futuna Islands	1	ALLAREA	PERCENT	All areas	Percentage																						
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	876	-176.2034788	-13.28471201	WLF	Wallis and Futuna Islands	2	URBAN	PERCENT	Urban	Percentage																						
2018.Q2.G.01	EG_ELC_ACCS	Proportion of population with access to electricity, by urban/rural (%)	876	-176.2034788	-13.28471201	WLF	Wallis and Futuna Islands	3	RURAL	PERCENT	Rural	Percentage																						
