"GeoArea_Code","GeoArea_Desc","ISO3CD","X","Y","GoalCode","GoalDesc","TargetCode","TargetDesc","IndicatorCode","IndicatorDesc","IndicatorTier","SeriesCode","SeriesDesc","SeriesRelease","Units_Code","Units_Desc","Bounds_Code","Bounds_Desc","ReportingType_Code","ReportingType_Desc","Value_1990","Value_1991","Value_1992","Value_1993","Value_1994","Value_1995","Value_1996","Value_1997","Value_1998","Value_1999","Value_2000","Value_2001","Value_2002","Value_2003","Value_2004","Value_2005","Value_2006","Value_2007","Value_2008","Value_2009","Value_2010","Value_2011","Value_2012","Value_2013","Value_2014","Value_2015","Latest_Year","Latest_Value","Nature_Desc","Source"
"690","Seychelles","SYC","55.46561591","-4.678053059","3","Ensure healthy lives and promote well-being for all at all ages","3.1","By 2030, reduce the global maternal mortality ratio to less than 70 per 100,000 live births","3.1.1","Maternal mortality ratio","1","SH_STA_MMR","Maternal mortality ratio","2019.Q1.G.01","PER_100000_LIVE_BIRTHS","Per 100,000 live births","LB","Lower bound","G","Global","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"690","Seychelles","SYC","55.46561591","-4.678053059","3","Ensure healthy lives and promote well-being for all at all ages","3.1","By 2030, reduce the global maternal mortality ratio to less than 70 per 100,000 live births","3.1.1","Maternal mortality ratio","1","SH_STA_MMR","Maternal mortality ratio","2019.Q1.G.01","PER_100000_LIVE_BIRTHS","Per 100,000 live births","UB","Upper bound","G","Global","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"694","Sierra Leone","SLE","-11.78306584","8.568604164","3","Ensure healthy lives and promote well-being for all at all ages","3.1","By 2030, reduce the global maternal mortality ratio to less than 70 per 100,000 live births","3.1.1","Maternal mortality ratio","1","SH_STA_MMR","Maternal mortality ratio","2019.Q1.G.01","PER_100000_LIVE_BIRTHS","Per 100,000 live births","MP","Mid-point","G","Global","2630","2700","2780","2850","2900","2900","2890","2870","2820","2750","2650","2530","2390","2270","2110","1990","1880","1800","1730","1680","1630","1580","1510","1460","1410","1360",2015.0,"1360","Estimated data","Trends in maternal mortality: 1990 to 2015, estimates by World Health Organisation (WHO), United Nations Children's Fund (UNICEF), United Nations Population Fund (UNFPA), World Bank Group and the United Nations Population Division."
"694","Sierra Leone","SLE","-11.78306584","8.568604164","3","Ensure healthy lives and promote well-being for all at all ages","3.1","By 2030, reduce the global maternal mortality ratio to less than 70 per 100,000 live births","3.1.1","Maternal mortality ratio","1","SH_STA_MMR","Maternal mortality ratio","2019.Q1.G.01","PER_100000_LIVE_BIRTHS","Per 100,000 live births","LB","Lower bound","G","Global","1780","1860","1920","1970","2010","2030","2050","2060","2060","2030","1980","1910","1830","1740","1650","1550","1480","1410","1350","1320","1270","1220","1150","1100","1050","999",2015.0,"999","Estimated data","Trends in maternal mortality: 1990 to 2015, estimates by World Health Organisation (WHO), United Nations Children's Fund (UNICEF), United Nations Population Fund (UNFPA), World Bank Group and the United Nations Population Division."
"694","Sierra Leone","SLE","-11.78306584","8.568604164","3","Ensure healthy lives and promote well-being for all at all ages","3.1","By 2030, reduce the global maternal mortality ratio to less than 70 per 100,000 live births","3.1.1","Maternal mortality ratio","1","SH_STA_MMR","Maternal mortality ratio","2019.Q1.G.01","PER_100000_LIVE_BIRTHS","Per 100,000 live births","UB","Upper bound","G","Global","3640","3710","3810","3890","3930","3920","3900","3840","3750","3610","3460","3280","3100","2900","2700","2520","2390","2290","2220","2180","2160","2120","2060","2030","2010","1980",2015.0,"1980","Estimated data","Trends in maternal mortality: 1990 to 2015, estimates by World Health Organisation (WHO), United Nations Children's Fund (UNICEF), United Nations Population Fund (UNFPA), World Bank Group and the United Nations Population Division."
"702","Singapore","SGP","103.8107883","1.361009155","3","Ensure healthy lives and promote well-being for all at all ages","3.1","By 2030, reduce the global maternal mortality ratio to less than 70 per 100,000 live births","3.1.1","Maternal mortality ratio","1","SH_STA_MMR","Maternal mortality ratio","2019.Q1.G.01","PER_100000_LIVE_BIRTHS","Per 100,000 live births","LB","Lower bound","G","Global","10","8","9","9","9","10","11","12","13","15","15","15","15","14","14","12","12","11","10","9","8","8","8","7","7","6",2015.0,"6","Estimated data","Trends in maternal mortality: 1990 to 2015, estimates by World Health Organisation (WHO), United Nations Children's Fund (UNICEF), United Nations Population Fund (UNFPA), World Bank Group and the United Nations Population Division."
"702","Singapore","SGP","103.8107883","1.361009155","3","Ensure healthy lives and promote well-being for all at all ages","3.1","By 2030, reduce the global maternal mortality ratio to less than 70 per 100,000 live births","3.1.1","Maternal mortality ratio","1","SH_STA_MMR","Maternal mortality ratio","2019.Q1.G.01","PER_100000_LIVE_BIRTHS","Per 100,000 live births","MP","Mid-point","G","Global","12","10","11","11","12","13","14","15","16","18","18","18","18","17","17","16","16","14","14","12","11","12","12","11","10","10",2015.0,"10","Estimated data","Trends in maternal mortality: 1990 to 2015, estimates by World Health Organisation (WHO), United Nations Children's Fund (UNICEF), United Nations Population Fund (UNFPA), World Bank Group and the United Nations Population Division."
"702","Singapore","SGP","103.8107883","1.361009155","3","Ensure healthy lives and promote well-being for all at all ages","3.1","By 2030, reduce the global maternal mortality ratio to less than 70 per 100,000 live births","3.1.1","Maternal mortality ratio","1","SH_STA_MMR","Maternal mortality ratio","2019.Q1.G.01","PER_100000_LIVE_BIRTHS","Per 100,000 live births","UB","Upper bound","G","Global","15","12","13","13","14","15","16","18","19","21","22","23","23","22","22","21","21","19","19","16","16","17","17","16","16","17",2015.0,"17","Estimated data","Trends in maternal mortality: 1990 to 2015, estimates by World Health Organisation (WHO), United Nations Children's Fund (UNICEF), United Nations Population Fund (UNFPA), World Bank Group and the United Nations Population Division."
"703","Slovakia","SVK","19.48495604","48.70741446","3","Ensure healthy lives and promote well-being for all at all ages","3.1","By 2030, reduce the global maternal mortality ratio to less than 70 per 100,000 live births","3.1.1","Maternal mortality ratio","1","SH_STA_MMR","Maternal mortality ratio","2019.Q1.G.01","PER_100000_LIVE_BIRTHS","Per 100,000 live births","UB","Upper bound","G","Global","14","14","13","12","12","11","10","11","10","10","9","10","9","9","8","9","8","9","7","7","7","7","7","7","7","7",2015.0,"7","Estimated data","Trends in maternal mortality: 1990 to 2015, estimates by World Health Organisation (WHO), United Nations Children's Fund (UNICEF), United Nations Population Fund (UNFPA), World Bank Group and the United Nations Population Division."
"703","Slovakia","SVK","19.48495604","48.70741446","3","Ensure healthy lives and promote well-being for all at all ages","3.1","By 2030, reduce the global maternal mortality ratio to less than 70 per 100,000 live births","3.1.1","Maternal mortality ratio","1","SH_STA_MMR","Maternal mortality ratio","2019.Q1.G.01","PER_100000_LIVE_BIRTHS","Per 100,000 live births","MP","Mid-point","G","Global","11","11","11","10","10","9","9","9","9","9","8","8","8","7","7","7","6","7","6","6","6","6","6","6","6","6",2015.0,"6","Estimated data","Trends in maternal mortality: 1990 to 2015, estimates by World Health Organisation (WHO), United Nations Children's Fund (UNICEF), United Nations Population Fund (UNFPA), World Bank Group and the United Nations Population Division."
"703","Slovakia","SVK","19.48495604","48.70741446","3","Ensure healthy lives and promote well-being for all at all ages","3.1","By 2030, reduce the global maternal mortality ratio to less than 70 per 100,000 live births","3.1.1","Maternal mortality ratio","1","SH_STA_MMR","Maternal mortality ratio","2019.Q1.G.01","PER_100000_LIVE_BIRTHS","Per 100,000 live births","LB","Lower bound","G","Global","9","9","9","8","8","8","8","8","8","7","7","7","6","6","6","6","5","6","5","5","5","5","5","5","4","4",2015.0,"4","Estimated data","Trends in maternal mortality: 1990 to 2015, estimates by World Health Organisation (WHO), United Nations Children's Fund (UNICEF), United Nations Population Fund (UNFPA), World Bank Group and the United Nations Population Division."
"704","Viet Nam","VNM","105.802499","10.09643079","3","Ensure healthy lives and promote well-being for all at all ages","3.1","By 2030, reduce the global maternal mortality ratio to less than 70 per 100,000 live births","3.1.1","Maternal mortality ratio","1","SH_STA_MMR","Maternal mortality ratio","2019.Q1.G.01","PER_100000_LIVE_BIRTHS","Per 100,000 live births","LB","Lower bound","G","Global","92","89","86","82","78","75","72","68","65","63","61","59","57","55","53","51","50","50","49","48","48","45","45","44","42","41",2015.0,"41","Estimated data","Trends in maternal mortality: 1990 to 2015, estimates by World Health Organisation (WHO), United Nations Children's Fund (UNICEF), United Nations Population Fund (UNFPA), World Bank Group and the United Nations Population Division."
"704","Viet Nam","VNM","105.802499","10.09643079","3","Ensure healthy lives and promote well-being for all at all ages","3.1","By 2030, reduce the global maternal mortality ratio to less than 70 per 100,000 live births","3.1.1","Maternal mortality ratio","1","SH_STA_MMR","Maternal mortality ratio","2019.Q1.G.01","PER_100000_LIVE_BIRTHS","Per 100,000 live births","MP","Mid-point","G","Global","139","132","126","119","113","107","101","95","90","85","81","76","72","68","64","61","59","58","58","57","58","56","56","55","54","54",2015.0,"54","Estimated data","Trends in maternal mortality: 1990 to 2015, estimates by World Health Organisation (WHO), United Nations Children's Fund (UNICEF), United Nations Population Fund (UNFPA), World Bank Group and the United Nations Population Division."
"704","Viet Nam","VNM","105.802499","10.09643079","3","Ensure healthy lives and promote well-being for all at all ages","3.1","By 2030, reduce the global maternal mortality ratio to less than 70 per 100,000 live births","3.1.1","Maternal mortality ratio","1","SH_STA_MMR","Maternal mortality ratio","2019.Q1.G.01","PER_100000_LIVE_BIRTHS","Per 100,000 live births","UB","Upper bound","G","Global","186","176","166","156","146","137","129","122","115","108","102","95","89","84","78","73","69","68","68","70","72","70","72","73","73","74",2015.0,"74","Estimated data","Trends in maternal mortality: 1990 to 2015, estimates by World Health Organisation (WHO), United Nations Children's Fund (UNICEF), United Nations Population Fund (UNFPA), World Bank Group and the United Nations Population Division."
"705","Slovenia","SVN","14.82209486","46.11958061","3","Ensure healthy lives and promote well-being for all at all ages","3.1","By 2030, reduce the global maternal mortality ratio to less than 70 per 100,000 live births","3.1.1","Maternal mortality ratio","1","SH_STA_MMR","Maternal mortality ratio","2019.Q1.G.01","PER_100000_LIVE_BIRTHS","Per 100,000 live births","MP","Mid-point","G","Global","12","12","13","12","13","12","12","11","12","12","12","11","12","11","12","11","9","10","9","9","9","9","8","9","9","9",2015.0,"9","Estimated data","Trends in maternal mortality: 1990 to 2015, estimates by World Health Organisation (WHO), United Nations Children's Fund (UNICEF), United Nations Population Fund (UNFPA), World Bank Group and the United Nations Population Division."
"705","Slovenia","SVN","14.82209486","46.11958061","3","Ensure healthy lives and promote well-being for all at all ages","3.1","By 2030, reduce the global maternal mortality ratio to less than 70 per 100,000 live births","3.1.1","Maternal mortality ratio","1","SH_STA_MMR","Maternal mortality ratio","2019.Q1.G.01","PER_100000_LIVE_BIRTHS","Per 100,000 live births","UB","Upper bound","G","Global","14","14","15","15","15","15","15","14","15","15","15","14","15","14","15","14","11","13","12","12","13","14","13","13","14","14",2015.0,"14","Estimated data","Trends in maternal mortality: 1990 to 2015, estimates by World Health Organisation (WHO), United Nations Children's Fund (UNICEF), United Nations Population Fund (UNFPA), World Bank Group and the United Nations Population Division."
"705","Slovenia","SVN","14.82209486","46.11958061","3","Ensure healthy lives and promote well-being for all at all ages","3.1","By 2030, reduce the global maternal mortality ratio to less than 70 per 100,000 live births","3.1.1","Maternal mortality ratio","1","SH_STA_MMR","Maternal mortality ratio","2019.Q1.G.01","PER_100000_LIVE_BIRTHS","Per 100,000 live births","LB","Lower bound","G","Global","9","10","10","10","10","10","10","9","10","10","10","9","9","9","10","9","7","8","7","7","7","7","6","6","6","6",2015.0,"6","Estimated data","Trends in maternal mortality: 1990 to 2015, estimates by World Health Organisation (WHO), United Nations Children's Fund (UNICEF), United Nations Population Fund (UNFPA), World Bank Group and the United Nations Population Division."
"706","Somalia","SOM","46.20367477","4.406485729","3","Ensure healthy lives and promote well-being for all at all ages","3.1","By 2030, reduce the global maternal mortality ratio to less than 70 per 100,000 live births","3.1.1","Maternal mortality ratio","1","SH_STA_MMR","Maternal mortality ratio","2019.Q1.G.01","PER_100000_LIVE_BIRTHS","Per 100,000 live births","LB","Lower bound","G","Global","707","699","696","690","691","686","672","654","628","612","594","573","556","535","518","499","487","472","447","434","424","414","402","385","372","361",2015.0,"361","Estimated data","Trends in maternal mortality: 1990 to 2015, estimates by World Health Organisation (WHO), United Nations Children's Fund (UNICEF), United Nations Population Fund (UNFPA), World Bank Group and the United Nations Population Division."
