"GeoArea_Code","GeoArea_Desc","ISO3CD","X","Y","GoalCode","GoalDesc","TargetCode","TargetDesc","IndicatorCode","IndicatorDesc","IndicatorTier","SeriesCode","SeriesDesc","SeriesRelease","Units_Code","Units_Desc","Age_Code","Age_Desc","ReportingType_Code","ReportingType_Desc","Sex_Code","Sex_Desc","Value_2000","Value_2005","Value_2010","Value_2015","Value_2016","Latest_Year","Latest_Value","Nature_Desc","Source"
"670","Saint Vincent and the Grenadines","VCT","-61.19024321","13.24627968","3","Ensure healthy lives and promote well-being for all at all ages","3.4","By 2030, reduce by one third premature mortality from non-communicable diseases through prevention and treatment and promote mental health and well-being","3.4.1","Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease","1","SH_DTH_NCOM","Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease (probability)","2019.Q1.G.01","PERCENT","Percentage","30-70","30 to 70 years old","G","Global","MALE","Male","25.2","23.9","22.7","25.9","27.1",2016.0,"27.1","Country adjusted data","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"670","Saint Vincent and the Grenadines","VCT","-61.19024321","13.24627968","3","Ensure healthy lives and promote well-being for all at all ages","3.4","By 2030, reduce by one third premature mortality from non-communicable diseases through prevention and treatment and promote mental health and well-being","3.4.1","Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease","1","SH_DTH_NCOM","Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease (probability)","2019.Q1.G.01","PERCENT","Percentage","30-70","30 to 70 years old","G","Global","BOTHSEX","Both sexes","24.6","22.8","21.4","22.3","23.2",2016.0,"23.2","Country adjusted data","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"674","San Marino","SMR","12.46329038","43.93841766","3","Ensure healthy lives and promote well-being for all at all ages","3.4","By 2030, reduce by one third premature mortality from non-communicable diseases through prevention and treatment and promote mental health and well-being","3.4.1","Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease","1","SH_DTH_NCOM","Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease (probability)","2019.Q1.G.01","PERCENT","Percentage","30-70","30 to 70 years old","G","Global","MALE","Male","","","","","","","","",""
"674","San Marino","SMR","12.46329038","43.93841766","3","Ensure healthy lives and promote well-being for all at all ages","3.4","By 2030, reduce by one third premature mortality from non-communicable diseases through prevention and treatment and promote mental health and well-being","3.4.1","Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease","1","SH_DTH_NCOM","Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease (probability)","2019.Q1.G.01","PERCENT","Percentage","30-70","30 to 70 years old","G","Global","BOTHSEX","Both sexes","","","","","","","","",""
"674","San Marino","SMR","12.46329038","43.93841766","3","Ensure healthy lives and promote well-being for all at all ages","3.4","By 2030, reduce by one third premature mortality from non-communicable diseases through prevention and treatment and promote mental health and well-being","3.4.1","Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease","1","SH_DTH_NCOM","Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease (probability)","2019.Q1.G.01","PERCENT","Percentage","30-70","30 to 70 years old","G","Global","FEMALE","Female","","","","","","","","",""
"678","Sao Tome and Principe","STP","6.609772265","0.241554875","3","Ensure healthy lives and promote well-being for all at all ages","3.4","By 2030, reduce by one third premature mortality from non-communicable diseases through prevention and treatment and promote mental health and well-being","3.4.1","Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease","1","SH_DTH_NCOM","Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease (probability)","2019.Q1.G.01","PERCENT","Percentage","30-70","30 to 70 years old","G","Global","BOTHSEX","Both sexes","19.8","19","18.6","18.6","18.5",2016.0,"18.5","Modeled data","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"678","Sao Tome and Principe","STP","6.609772265","0.241554875","3","Ensure healthy lives and promote well-being for all at all ages","3.4","By 2030, reduce by one third premature mortality from non-communicable diseases through prevention and treatment and promote mental health and well-being","3.4.1","Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease","1","SH_DTH_NCOM","Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease (probability)","2019.Q1.G.01","PERCENT","Percentage","30-70","30 to 70 years old","G","Global","FEMALE","Female","20.5","19.5","19","18.7","18.6",2016.0,"18.6","Modeled data","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"678","Sao Tome and Principe","STP","6.609772265","0.241554875","3","Ensure healthy lives and promote well-being for all at all ages","3.4","By 2030, reduce by one third premature mortality from non-communicable diseases through prevention and treatment and promote mental health and well-being","3.4.1","Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease","1","SH_DTH_NCOM","Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease (probability)","2019.Q1.G.01","PERCENT","Percentage","30-70","30 to 70 years old","G","Global","MALE","Male","18.9","18.4","18.1","18.7","18.7",2016.0,"18.7","Modeled data","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"682","Saudi Arabia","SAU","44.54763347","24.12594211","3","Ensure healthy lives and promote well-being for all at all ages","3.4","By 2030, reduce by one third premature mortality from non-communicable diseases through prevention and treatment and promote mental health and well-being","3.4.1","Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease","1","SH_DTH_NCOM","Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease (probability)","2019.Q1.G.01","PERCENT","Percentage","30-70","30 to 70 years old","G","Global","BOTHSEX","Both sexes","18.9","18.4","17.9","16.5","16.4",2016.0,"16.4","Estimated data","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"682","Saudi Arabia","SAU","44.54763347","24.12594211","3","Ensure healthy lives and promote well-being for all at all ages","3.4","By 2030, reduce by one third premature mortality from non-communicable diseases through prevention and treatment and promote mental health and well-being","3.4.1","Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease","1","SH_DTH_NCOM","Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease (probability)","2019.Q1.G.01","PERCENT","Percentage","30-70","30 to 70 years old","G","Global","FEMALE","Female","16.3","16.4","15.9","14.4","14.2",2016.0,"14.2","Estimated data","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"682","Saudi Arabia","SAU","44.54763347","24.12594211","3","Ensure healthy lives and promote well-being for all at all ages","3.4","By 2030, reduce by one third premature mortality from non-communicable diseases through prevention and treatment and promote mental health and well-being","3.4.1","Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease","1","SH_DTH_NCOM","Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease (probability)","2019.Q1.G.01","PERCENT","Percentage","30-70","30 to 70 years old","G","Global","MALE","Male","21.1","20.1","19.5","18","17.8",2016.0,"17.8","Estimated data","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"686","Senegal","SEN","-14.46636926","14.35920905","3","Ensure healthy lives and promote well-being for all at all ages","3.4","By 2030, reduce by one third premature mortality from non-communicable diseases through prevention and treatment and promote mental health and well-being","3.4.1","Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease","1","SH_DTH_NCOM","Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease (probability)","2019.Q1.G.01","PERCENT","Percentage","30-70","30 to 70 years old","G","Global","MALE","Male","22","22.6","20.6","19.5","19.2",2016.0,"19.2","Modeled data","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"686","Senegal","SEN","-14.46636926","14.35920905","3","Ensure healthy lives and promote well-being for all at all ages","3.4","By 2030, reduce by one third premature mortality from non-communicable diseases through prevention and treatment and promote mental health and well-being","3.4.1","Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease","1","SH_DTH_NCOM","Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease (probability)","2019.Q1.G.01","PERCENT","Percentage","30-70","30 to 70 years old","G","Global","BOTHSEX","Both sexes","21.3","21.9","20","18.4","18.1",2016.0,"18.1","Modeled data","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"686","Senegal","SEN","-14.46636926","14.35920905","3","Ensure healthy lives and promote well-being for all at all ages","3.4","By 2030, reduce by one third premature mortality from non-communicable diseases through prevention and treatment and promote mental health and well-being","3.4.1","Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease","1","SH_DTH_NCOM","Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease (probability)","2019.Q1.G.01","PERCENT","Percentage","30-70","30 to 70 years old","G","Global","FEMALE","Female","20.8","21.3","19.5","17.6","17.2",2016.0,"17.2","Modeled data","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
"688","Serbia","SRB","20.805876","44.03145697","3","Ensure healthy lives and promote well-being for all at all ages","3.4","By 2030, reduce by one third premature mortality from non-communicable diseases through prevention and treatment and promote mental health and well-being","3.4.1","Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease","1","SH_DTH_NCOM","Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease (probability)","2019.Q1.G.01","PERCENT","Percentage","30-70","30 to 70 years old","G","Global","FEMALE","Female","22","19.9","16.8","14.5","13.7",2016.0,"13.7","Country adjusted data","Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018"
