"GeoArea_Code","GeoArea_Desc","ISO3CD","X","Y","GoalCode","GoalDesc","TargetCode","TargetDesc","IndicatorCode","IndicatorDesc","IndicatorTier","SeriesCode","SeriesDesc","SeriesRelease","Units_Code","Units_Desc","Bounds_Code","Bounds_Desc","ReportingType_Code","ReportingType_Desc","Value_2000","Value_2001","Value_2002","Value_2003","Value_2004","Value_2005","Value_2006","Value_2007","Value_2008","Value_2009","Value_2010","Value_2011","Value_2012","Value_2013","Value_2014","Value_2015","Value_2016","Latest_Year","Latest_Value","Nature_Desc","Source","Footnotes"
"744","Svalbard and Jan Mayen Islands","SJM","13.38071013","78.82894131","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.2","Tuberculosis incidence per 100,000 population","1","SH_TBS_INCID","Tuberculosis incidence (per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","UB","Upper bound","G","Global","","","","","","","","","","","","","","","","","","","","","",""
"744","Svalbard and Jan Mayen Islands","SJM","13.38071013","78.82894131","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.2","Tuberculosis incidence per 100,000 population","1","SH_TBS_INCID","Tuberculosis incidence (per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","LB","Lower bound","G","Global","","","","","","","","","","","","","","","","","","","","","",""
"744","Svalbard and Jan Mayen Islands","SJM","13.38071013","78.82894131","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.2","Tuberculosis incidence per 100,000 population","1","SH_TBS_INCID","Tuberculosis incidence (per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","MP","Mid-point","G","Global","","","","","","","","","","","","","","","","","","","","","",""
"748","Eswatini","SWZ","31.50149288","-26.56471011","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.2","Tuberculosis incidence per 100,000 population","1","SH_TBS_INCID","Tuberculosis incidence (per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","LB","Lower bound","G","Global","563","552","600","702","714","769","783","742","700","856","932","654","533","499","414","307","252",2016.0,"252","Estimated data","WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)","Data extracted as of 9 January 2018, based on data originally compiled for the 2017 WHO Global TB Report"
"748","Eswatini","SWZ","31.50149288","-26.56471011","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.2","Tuberculosis incidence per 100,000 population","1","SH_TBS_INCID","Tuberculosis incidence (per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","MP","Mid-point","G","Global","831","855","936","1070","1110","1180","1210","1170","1120","1280","1260","1020","861","783","647","485","398",2016.0,"398","Estimated data","WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)","Data extracted as of 9 January 2018, based on data originally compiled for the 2017 WHO Global TB Report"
"748","Eswatini","SWZ","31.50149288","-26.56471011","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.2","Tuberculosis incidence per 100,000 population","1","SH_TBS_INCID","Tuberculosis incidence (per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","UB","Upper bound","G","Global","1150","1220","1350","1510","1580","1680","1720","1690","1650","1780","1640","1470","1270","1130","929","704","578",2016.0,"578","Estimated data","WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)","Data extracted as of 9 January 2018, based on data originally compiled for the 2017 WHO Global TB Report"
"752","Sweden","SWE","14.3775338","60.60103109","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.2","Tuberculosis incidence per 100,000 population","1","SH_TBS_INCID","Tuberculosis incidence (per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","LB","Lower bound","G","Global","4.6","4.4","4.1","4.4","4.7","5.9","5.3","4.9","5.5","6","6.4","5.6","6.1","6.2","6.4","7.9","7",2016.0,"7","Estimated data","WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)","Data extracted as of 9 January 2018, based on data originally compiled for the 2017 WHO Global TB Report"
"752","Sweden","SWE","14.3775338","60.60103109","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.2","Tuberculosis incidence per 100,000 population","1","SH_TBS_INCID","Tuberculosis incidence (per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","MP","Mid-point","G","Global","5.4","5.1","4.8","5.1","5.5","6.9","6.2","5.8","6.4","7.1","7.5","6.5","7.1","7.3","7.5","9.2","8.2",2016.0,"8.2","Estimated data","WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)","Data extracted as of 9 January 2018, based on data originally compiled for the 2017 WHO Global TB Report"
"752","Sweden","SWE","14.3775338","60.60103109","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.2","Tuberculosis incidence per 100,000 population","1","SH_TBS_INCID","Tuberculosis incidence (per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","UB","Upper bound","G","Global","6.2","5.9","5.6","5.9","6.3","7.9","7.2","6.7","7.4","8.2","8.7","7.6","8.3","8.4","8.7","11","9.5",2016.0,"9.5","Estimated data","WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)","Data extracted as of 9 January 2018, based on data originally compiled for the 2017 WHO Global TB Report"
"756","Switzerland","CHE","8.223158","46.96617097","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.2","Tuberculosis incidence per 100,000 population","1","SH_TBS_INCID","Tuberculosis incidence (per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","LB","Lower bound","G","Global","7.9","7.5","8.1","7.7","7.4","6.8","6.2","5.5","6","6.4","6.4","6.5","5.1","5.6","5.1","6.3","6.7",2016.0,"6.7","Estimated data","WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)","Data extracted as of 9 January 2018, based on data originally compiled for the 2017 WHO Global TB Report"
"756","Switzerland","CHE","8.223158","46.96617097","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.2","Tuberculosis incidence per 100,000 population","1","SH_TBS_INCID","Tuberculosis incidence (per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","UB","Upper bound","G","Global","11","10","11","10","10","9.2","8.4","7.4","8","8.6","8.6","8.8","6.9","7.6","6.8","8.5","9.1",2016.0,"9.1","Estimated data","WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)","Data extracted as of 9 January 2018, based on data originally compiled for the 2017 WHO Global TB Report"
"756","Switzerland","CHE","8.223158","46.96617097","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.2","Tuberculosis incidence per 100,000 population","1","SH_TBS_INCID","Tuberculosis incidence (per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","MP","Mid-point","G","Global","9.3","8.8","9.4","9","8.6","8","7.3","6.4","7","7.5","7.5","7.6","6","6.6","5.9","7.3","7.8",2016.0,"7.8","Estimated data","WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)","Data extracted as of 9 January 2018, based on data originally compiled for the 2017 WHO Global TB Report"
"760","Syrian Arab Republic","SYR","38.50466565","35.01676176","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.2","Tuberculosis incidence per 100,000 population","1","SH_TBS_INCID","Tuberculosis incidence (per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","UB","Upper bound","G","Global","49","47","44","44","41","37","33","34","29","31","28","27","23","22","29","25","26",2016.0,"26","Estimated data","WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)","Data extracted as of 9 January 2018, based on data originally compiled for the 2017 WHO Global TB Report"
"760","Syrian Arab Republic","SYR","38.50466565","35.01676176","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.2","Tuberculosis incidence per 100,000 population","1","SH_TBS_INCID","Tuberculosis incidence (per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","MP","Mid-point","G","Global","39","37","35","35","32","29","26","27","23","24","22","22","18","17","23","19","21",2016.0,"21","Estimated data","WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)","Data extracted as of 9 January 2018, based on data originally compiled for the 2017 WHO Global TB Report"
"760","Syrian Arab Republic","SYR","38.50466565","35.01676176","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.2","Tuberculosis incidence per 100,000 population","1","SH_TBS_INCID","Tuberculosis incidence (per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","LB","Lower bound","G","Global","30","29","27","26","25","23","20","21","18","19","17","17","14","13","17","15","16",2016.0,"16","Estimated data","WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)","Data extracted as of 9 January 2018, based on data originally compiled for the 2017 WHO Global TB Report"
"762","Tajikistan","TJK","69.294998","38.43069666","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.2","Tuberculosis incidence per 100,000 population","1","SH_TBS_INCID","Tuberculosis incidence (per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","MP","Mid-point","G","Global","219","222","220","215","207","196","183","169","155","141","128","117","108","100","91","86","85",2016.0,"85","Estimated data","WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)","Data extracted as of 9 January 2018, based on data originally compiled for the 2017 WHO Global TB Report"
"762","Tajikistan","TJK","69.294998","38.43069666","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.2","Tuberculosis incidence per 100,000 population","1","SH_TBS_INCID","Tuberculosis incidence (per 100,000 population)","2019.Q1.G.01","PER_100000_POP","Per 100,000 population","UB","Upper bound","G","Global","236","238","236","229","221","209","195","178","164","153","142","131","121","112","103","109","108",2016.0,"108","Estimated data","WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)","Data extracted as of 9 January 2018, based on data originally compiled for the 2017 WHO Global TB Report"
