GoalCode,GoalDesc,TargetCode,TargetDesc,IndicatorCode,IndicatorDesc,IndicatorTier,SeriesCode,SeriesDesc,SeriesRelease,Sex_Code,Sex_Desc,TypeOfSkill_Code,TypeOfSkill_Desc,ReportingType_Code,ReportingType_Desc,Nature_Code,Nature_Desc,Units_Code,Units_Desc,GeoArea_Code,GeoArea_Desc,Year,TimeDetail,Value,ValueType,Source,Footnotes,ISO3CD,X,Y
4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.4,"By 2030, substantially increase the number of youth and adults who have relevant skills, including technical and vocational skills, for employment, decent jobs and entrepreneurship",4.4.1,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill and sex (%)",2019.Q1.G.01,MALE,Male,INST,Connecting and installing new devices,G,Global,C,Country data,PERCENT,Percentage,634,Qatar,2015.0,,25.3,Float,ITU World Telecommunication/ICT Indicators database.,,QAT,51.19152467,25.28355379
4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.4,"By 2030, substantially increase the number of youth and adults who have relevant skills, including technical and vocational skills, for employment, decent jobs and entrepreneurship",4.4.1,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill and sex (%)",2019.Q1.G.01,FEMALE,Female,INST,Connecting and installing new devices,G,Global,C,Country data,PERCENT,Percentage,634,Qatar,2015.0,,29.4,Float,ITU World Telecommunication/ICT Indicators database.,,QAT,51.19152467,25.28355379
4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.4,"By 2030, substantially increase the number of youth and adults who have relevant skills, including technical and vocational skills, for employment, decent jobs and entrepreneurship",4.4.1,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill and sex (%)",2019.Q1.G.01,MALE,Male,PCPR,Writing a computer program using a specialized programming language,G,Global,C,Country data,PERCENT,Percentage,634,Qatar,2015.0,,5.1,Float,ITU World Telecommunication/ICT Indicators database.,,QAT,51.19152467,25.28355379
4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.4,"By 2030, substantially increase the number of youth and adults who have relevant skills, including technical and vocational skills, for employment, decent jobs and entrepreneurship",4.4.1,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill and sex (%)",2019.Q1.G.01,BOTHSEX,Both sexes,PCPR,Writing a computer program using a specialized programming language,G,Global,C,Country data,PERCENT,Percentage,634,Qatar,2015.0,,5.6,Float,ITU World Telecommunication/ICT Indicators database.,,QAT,51.19152467,25.28355379
4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.4,"By 2030, substantially increase the number of youth and adults who have relevant skills, including technical and vocational skills, for employment, decent jobs and entrepreneurship",4.4.1,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill and sex (%)",2019.Q1.G.01,MALE,Male,TRAF,Transferring files between a computer and other devices,G,Global,C,Country data,PERCENT,Percentage,634,Qatar,2015.0,,46.8,Float,ITU World Telecommunication/ICT Indicators database.,,QAT,51.19152467,25.28355379
4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.4,"By 2030, substantially increase the number of youth and adults who have relevant skills, including technical and vocational skills, for employment, decent jobs and entrepreneurship",4.4.1,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill and sex (%)",2019.Q1.G.01,FEMALE,Female,PCPR,Writing a computer program using a specialized programming language,G,Global,C,Country data,PERCENT,Percentage,634,Qatar,2015.0,,6.1,Float,ITU World Telecommunication/ICT Indicators database.,,QAT,51.19152467,25.28355379
4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.4,"By 2030, substantially increase the number of youth and adults who have relevant skills, including technical and vocational skills, for employment, decent jobs and entrepreneurship",4.4.1,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill and sex (%)",2019.Q1.G.01,BOTHSEX,Both sexes,TRAF,Transferring files between a computer and other devices,G,Global,C,Country data,PERCENT,Percentage,634,Qatar,2015.0,,43.5,Float,ITU World Telecommunication/ICT Indicators database.,,QAT,51.19152467,25.28355379
4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.4,"By 2030, substantially increase the number of youth and adults who have relevant skills, including technical and vocational skills, for employment, decent jobs and entrepreneurship",4.4.1,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill and sex (%)",2019.Q1.G.01,BOTHSEX,Both sexes,SOFT,"Finding, downloading, installing and configuring software",G,Global,C,Country data,PERCENT,Percentage,634,Qatar,2015.0,,37.3,Float,ITU World Telecommunication/ICT Indicators database.,,QAT,51.19152467,25.28355379
4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.4,"By 2030, substantially increase the number of youth and adults who have relevant skills, including technical and vocational skills, for employment, decent jobs and entrepreneurship",4.4.1,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill and sex (%)",2019.Q1.G.01,BOTHSEX,Both sexes,INST,Connecting and installing new devices,G,Global,C,Country data,PERCENT,Percentage,410,Republic of Korea,2016.0,,43.6,Float,ITU World Telecommunication/ICT Indicators database.,,KOR,127.8610254,36.45201023
4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.4,"By 2030, substantially increase the number of youth and adults who have relevant skills, including technical and vocational skills, for employment, decent jobs and entrepreneurship",4.4.1,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill and sex (%)",2019.Q1.G.01,BOTHSEX,Both sexes,EMAIL,Sending e-mails with attached files,G,Global,C,Country data,PERCENT,Percentage,410,Republic of Korea,2016.0,,64.6,Float,ITU World Telecommunication/ICT Indicators database.,,KOR,127.8610254,36.45201023
4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.4,"By 2030, substantially increase the number of youth and adults who have relevant skills, including technical and vocational skills, for employment, decent jobs and entrepreneurship",4.4.1,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill and sex (%)",2019.Q1.G.01,MALE,Male,INST,Connecting and installing new devices,G,Global,C,Country data,PERCENT,Percentage,410,Republic of Korea,2016.0,,51.4,Float,ITU World Telecommunication/ICT Indicators database.,,KOR,127.8610254,36.45201023
4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.4,"By 2030, substantially increase the number of youth and adults who have relevant skills, including technical and vocational skills, for employment, decent jobs and entrepreneurship",4.4.1,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill and sex (%)",2019.Q1.G.01,FEMALE,Female,EMAIL,Sending e-mails with attached files,G,Global,C,Country data,PERCENT,Percentage,410,Republic of Korea,2016.0,,58.7,Float,ITU World Telecommunication/ICT Indicators database.,,KOR,127.8610254,36.45201023
4,Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all,4.4,"By 2030, substantially increase the number of youth and adults who have relevant skills, including technical and vocational skills, for employment, decent jobs and entrepreneurship",4.4.1,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill and sex (%)",2019.Q1.G.01,FEMALE,Female,ARSP,Using basic arithmetic formula in a spreadsheet,G,Global,C,Country data,PERCENT,Percentage,410,Republic of Korea,2016.0,,55.0,Float,ITU World Telecommunication/ICT Indicators database.,,KOR,127.8610254,36.45201023
