series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Units	Bounds	Units description	Bounds description	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	last.5.years.mean	latest.year	latest.value	latest.source	latest.nature
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	768	0.97835765	8.532096072	TGO	Togo	3	PER_100000_POP	LB	Per 100,000 population	Lower bound	33	34	36	39	43	46	48	50	50	50	49	47	45	42	38	37	37	39.8	2016	37	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	772	-171.8154473	-9.214545558	TKL	Tokelau	1	PER_100000_POP	UB	Per 100,000 population	Upper bound	0	0	2.6	0	5	0	0	0	0	0	0	0	32	0	0	253	0	57	2016	0	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	772	-171.8154473	-9.214545558	TKL	Tokelau	2	PER_100000_POP	MP	Per 100,000 population	P	0	0	2	0	4	0	0	0	0	0	0	0	25	0	0	200	0	45	2016	0	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	772	-171.8154473	-9.214545558	TKL	Tokelau	3	PER_100000_POP	LB	Per 100,000 population	Lower bound	0	0	1.5	0	3	0	0	0	0	0	0	0	19	0	0	153	0	34.4	2016	0	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	776	-175.1959991	-21.19511329	TON	Tonga	1	PER_100000_POP	UB	Per 100,000 population	Upper bound	33	16	39	21	16	24	24	30	17	10	14	11	14	13	16	17	9.9	13.98	2016	9.9	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	776	-175.1959991	-21.19511329	TON	Tonga	2	PER_100000_POP	MP	Per 100,000 population	P	28	14	34	18	14	20	20	26	15	8.9	12	9.9	12	11	14	15	8.6	12.12	2016	8.6	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	776	-175.1959991	-21.19511329	TON	Tonga	3	PER_100000_POP	LB	Per 100,000 population	Lower bound	24	12	29	16	12	18	17	22	12	7.6	10	8.5	10	9.3	12	13	7.3	10.32	2016	7.3	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	780	-61.29389504	10.41877263	TTO	Trinidad and Tobago	1	PER_100000_POP	UB	Per 100,000 population	Upper bound	21	22	14	15	18	17	24	22	28	27	22	22	27	25	25	19	21	23.4	2016	21	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	780	-61.29389504	10.41877263	TTO	Trinidad and Tobago	2	PER_100000_POP	MP	Per 100,000 population	P	18	19	12	13	16	15	20	19	24	24	19	19	23	21	21	17	18	20	2016	18	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	780	-61.29389504	10.41877263	TTO	Trinidad and Tobago	3	PER_100000_POP	LB	Per 100,000 population	Lower bound	15	16	10	11	14	13	18	16	21	20	16	17	20	18	18	14	15	17	2016	15	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	784	53.98279159	23.43322219	ARE	United Arab Emirates	1	PER_100000_POP	UB	Per 100,000 population	Upper bound	4.8	3	3.4	4.2	3	3	2.3	2.1	1.8	2	2.1	1.6	1.2	1.2	0.88	0.91	0.92	1.022	2016	0.92	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	784	53.98279159	23.43322219	ARE	United Arab Emirates	2	PER_100000_POP	MP	Per 100,000 population	P	4.2	2.6	3	3.6	2.6	2.6	2	1.8	1.6	1.7	1.8	1.4	1	1	0.76	0.79	0.79	0.868	2016	0.79	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	784	53.98279159	23.43322219	ARE	United Arab Emirates	3	PER_100000_POP	LB	Per 100,000 population	Lower bound	3.6	2.2	2.5	3.1	2.2	2.2	1.7	1.6	1.3	1.5	1.6	1.2	0.87	0.9	0.65	0.68	0.68	0.756	2016	0.68	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	788	9.572737411	34.11439971	TUN	Tunisia	1	PER_100000_POP	UB	Per 100,000 population	Upper bound	33	31	30	31	31	33	33	35	35	32	35	44	47	44	44	48	48	46.2	2016	48	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	788	9.572737411	34.11439971	TUN	Tunisia	2	PER_100000_POP	MP	Per 100,000 population	P	26	25	24	25	25	26	26	28	27	26	28	35	37	34	35	38	38	36.4	2016	38	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	788	9.572737411	34.11439971	TUN	Tunisia	3	PER_100000_POP	LB	Per 100,000 population	Lower bound	20	19	18	19	19	20	20	21	21	20	21	27	28	26	27	29	29	27.8	2016	29	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	792	35.42890329	38.9899684	TUR	Turkey	1	PER_100000_POP	UB	Per 100,000 population	Upper bound	38	36	37	36	35	39	38	36	33	31	29	27	25	23	23	21	20	22.4	2016	20	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	792	35.42890329	38.9899684	TUR	Turkey	2	PER_100000_POP	MP	Per 100,000 population	P	33	31	32	31	30	33	33	31	29	27	25	24	22	20	20	18	18	19.6	2016	18	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	792	35.42890329	38.9899684	TUR	Turkey	3	PER_100000_POP	LB	Per 100,000 population	Lower bound	28	26	27	27	26	29	28	27	25	23	22	20	19	17	17	16	15	16.8	2016	15	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	795	58.9787665	40.0912346	TKM	Turkmenistan	1	PER_100000_POP	UB	Per 100,000 population	Upper bound	141	137	126	147	114	106	106	111	120	100	100	83	88	90	74	86	76	82.8	2016	76	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	795	58.9787665	40.0912346	TKM	Turkmenistan	2	PER_100000_POP	MP	Per 100,000 population	P	112	108	100	116	90	84	84	88	95	79	79	66	70	71	59	68	60	65.6	2016	60	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	795	58.9787665	40.0912346	TKM	Turkmenistan	3	PER_100000_POP	LB	Per 100,000 population	Lower bound	86	83	76	89	69	64	64	67	73	60	61	51	53	54	45	52	46	50	2016	46	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	796	-71.745121	21.80780585	TCA	Turks and Caicos Islands	1	PER_100000_POP	UB	Per 100,000 population	Upper bound	20	20	18	34	34	34	34	32	30	28	26	38	33	8	3.9	7.7	7.6	12.04	2016	7.6	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	796	-71.745121	21.80780585	TCA	Turks and Caicos Islands	2	PER_100000_POP	MP	Per 100,000 population	P	17	17	16	29	29	29	29	27	26	24	22	33	28	6.9	3.4	6.7	6.6	10.32	2016	6.6	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	796	-71.745121	21.80780585	TCA	Turks and Caicos Islands	3	PER_100000_POP	LB	Per 100,000 population	Lower bound	15	15	14	25	25	25	25	23	22	21	19	28	24	5.9	2.9	5.7	5.6	8.82	2016	5.6	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	798	178.6679611	-7.460048071	TUV	Tuvalu	1	PER_100000_POP	UB	Per 100,000 population	Upper bound	226	224	179	422	219	159	118	234	218	229	177	150	235	221	183	242	239	224	2016	239	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	798	178.6679611	-7.460048071	TUV	Tuvalu	2	PER_100000_POP	MP	Per 100,000 population	P	195	193	155	365	190	138	102	202	189	198	153	130	204	191	158	209	207	193.8	2016	207	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	798	178.6679611	-7.460048071	TUV	Tuvalu	3	PER_100000_POP	LB	Per 100,000 population	Lower bound	167	166	133	312	162	118	87	173	162	170	131	111	174	164	135	179	177	165.8	2016	177	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	800	32.39100438	1.279557331	UGA	Uganda	1	PER_100000_POP	UB	Per 100,000 population	Upper bound	450	391	358	336	323	325	319	313	304	302	296	283	289	288	294	304	306	296.2	2016	306	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	800	32.39100438	1.279557331	UGA	Uganda	2	PER_100000_POP	MP	Per 100,000 population	P	276	266	256	248	240	233	227	222	217	213	210	207	205	203	202	202	201	202.6	2016	201	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	800	32.39100438	1.279557331	UGA	Uganda	3	PER_100000_POP	LB	Per 100,000 population	Lower bound	145	165	171	172	169	156	150	146	145	140	139	143	135	134	127	120	118	126.8	2016	118	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	804	31.40270802	49.00735945	UKR	Ukraine	1	PER_100000_POP	UB	Per 100,000 population	Upper bound	163	170	176	180	182	181	179	175	170	164	157	150	144	138	135	130	124	134.2	2016	124	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	804	31.40270802	49.00735945	UKR	Ukraine	2	PER_100000_POP	MP	Per 100,000 population	P	114	119	123	126	127	127	125	123	119	115	110	105	101	96	94	91	87	93.8	2016	87	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	804	31.40270802	49.00735945	UKR	Ukraine	3	PER_100000_POP	LB	Per 100,000 population	Lower bound	74	77	80	81	82	82	81	79	77	74	71	68	65	62	61	59	56	60.6	2016	56	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	807	21.7007909	41.60048068	MKD	Macedonia, Republic of	1	PER_100000_POP	UB	Per 100,000 population	Upper bound	50	50	53	54	50	46	43	40	34	34	29	26	26	24	22	21	20	22.6	2016	20	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	807	21.7007909	41.60048068	MKD	Macedonia, Republic of	2	PER_100000_POP	MP	Per 100,000 population	P	39	40	42	42	39	36	34	32	27	27	23	20	21	19	17	17	16	18	2016	16	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	807	21.7007909	41.60048068	MKD	Macedonia, Republic of	3	PER_100000_POP	LB	Per 100,000 population	Lower bound	30	30	32	32	30	28	26	24	21	21	18	15	16	15	13	13	12	13.8	2016	12	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	818	29.77468534	26.57438204	EGY	Egypt	1	PER_100000_POP	UB	Per 100,000 population	Upper bound	28	26	25	24	24	23	22	21	20	20	20	19	19	18	16	16	15	16.8	2016	15	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	818	29.77468534	26.57438204	EGY	Egypt	2	PER_100000_POP	MP	Per 100,000 population	P	26	25	24	23	22	21	21	20	19	19	18	17	17	16	15	15	14	15.4	2016	14	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	818	29.77468534	26.57438204	EGY	Egypt	3	PER_100000_POP	LB	Per 100,000 population	Lower bound	24	23	22	22	21	20	20	19	18	17	16	16	15	15	13	13	12	13.6	2016	12	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	826	-2.23830539	53.27691757	GBR	United Kingdom	1	PER_100000_POP	UB	Per 100,000 population	Upper bound	13	13	14	15	15	17	17	16	16	16	15	16	16	14	13	11	11	13	2016	11	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	826	-2.23830539	53.27691757	GBR	United Kingdom	2	PER_100000_POP	MP	Per 100,000 population	P	12	11	13	13	13	15	15	15	15	15	14	15	14	13	11	10	9.9	11.58	2016	9.9	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	826	-2.23830539	53.27691757	GBR	United Kingdom	3	PER_100000_POP	LB	Per 100,000 population	Lower bound	11	10	12	12	12	14	14	13	13	13	13	13	13	12	10	9.1	8.9	10.6	2016	8.9	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	831	-2.200712402	49.71561166	GGY	Guernsey	1	PER_100000_POP	UB	Per 100,000 population	Upper bound																						
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	831	-2.200712402	49.71561166	GGY	Guernsey	2	PER_100000_POP	MP	Per 100,000 population	P																						
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	831	-2.200712402	49.71561166	GGY	Guernsey	3	PER_100000_POP	LB	Per 100,000 population	Lower bound																						
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	832	-2.136773508	49.22353354	JEY	Jersey	1	PER_100000_POP	UB	Per 100,000 population	Upper bound																						
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	832	-2.136773508	49.22353354	JEY	Jersey	2	PER_100000_POP	MP	Per 100,000 population	P																						
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	832	-2.136773508	49.22353354	JEY	Jersey	3	PER_100000_POP	LB	Per 100,000 population	Lower bound																						
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	833	-4.538190305	54.22880901	IMN	Isle of Man	1	PER_100000_POP	UB	Per 100,000 population	Upper bound																						
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	833	-4.538190305	54.22880901	IMN	Isle of Man	2	PER_100000_POP	MP	Per 100,000 population	P																						
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	833	-4.538190305	54.22880901	IMN	Isle of Man	3	PER_100000_POP	LB	Per 100,000 population	Lower bound																						
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	834	34.80521182	-6.265332606	TZA	Tanzania, United Republic of	1	PER_100000_POP	UB	Per 100,000 population	Upper bound	816	813	808	803	796	790	778	761	739	712	682	653	625	576	561	525	495	556.4	2016	495	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	834	34.80521182	-6.265332606	TZA	Tanzania, United Republic of	2	PER_100000_POP	MP	Per 100,000 population	P	503	506	509	510	510	510	504	492	474	452	426	401	378	336	327	306	287	326.8	2016	287	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	834	34.80521182	-6.265332606	TZA	Tanzania, United Republic of	3	PER_100000_POP	LB	Per 100,000 population	Lower bound	264	272	278	283	286	290	288	281	268	251	230	210	192	159	155	146	136	157.6	2016	136	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	840	-99.13830311	39.5277871	USA	United States of America	1	PER_100000_POP	UB	Per 100,000 population	Upper bound	7.7	7.4	7	6.8	6.6	6.3	6.1	5.9	5.7	5	4.8	4.5	4.2	3.8	3.7	3.8	3.6	3.82	2016	3.6	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	840	-99.13830311	39.5277871	USA	United States of America	2	PER_100000_POP	MP	Per 100,000 population	P	6.7	6.4	6	5.9	5.7	5.5	5.3	5.1	4.9	4.3	4.2	3.9	3.7	3.3	3.2	3.3	3.1	3.32	2016	3.1	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	840	-99.13830311	39.5277871	USA	United States of America	3	PER_100000_POP	LB	Per 100,000 population	Lower bound	5.7	5.5	5.2	5	4.9	4.7	4.6	4.4	4.2	3.7	3.6	3.3	3.1	2.8	2.8	2.8	2.7	2.84	2016	2.7	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	850	-64.76960113	17.73297693	VIR	United States Virgin Islands	1	PER_100000_POP	UB	Per 100,000 population	Upper bound	8.7	8.8	8.8	8.8	8.8	8.7	8.7	8.7	8.7	8.7	8.7	8.7	8.7	8.7	8.7	8.7	8.7	8.7	2016	8.7	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	850	-64.76960113	17.73297693	VIR	United States Virgin Islands	2	PER_100000_POP	MP	Per 100,000 population	P	7.7	7.7	7.8	7.8	7.7	7.7	7.7	7.7	7.7	7.7	7.7	7.7	7.7	7.7	7.7	7.7	7.7	7.7	2016	7.7	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	850	-64.76960113	17.73297693	VIR	United States Virgin Islands	3	PER_100000_POP	LB	Per 100,000 population	Lower bound	6.8	6.8	6.8	6.8	6.8	6.8	6.8	6.8	6.8	6.8	6.8	6.8	6.8	6.8	6.8	6.8	6.8	6.8	2016	6.8	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	854	-1.742843829	12.27491081	BFA	Burkina Faso	1	PER_100000_POP	UB	Per 100,000 population	Upper bound	101	98	96	94	93	91	90	88	87	85	83	81	79	77	77	74	72	75.8	2016	72	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	854	-1.742843829	12.27491081	BFA	Burkina Faso	2	PER_100000_POP	MP	Per 100,000 population	P	70	69	67	66	65	64	63	62	61	60	58	57	55	54	54	52	51	53.2	2016	51	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	854	-1.742843829	12.27491081	BFA	Burkina Faso	3	PER_100000_POP	LB	Per 100,000 population	Lower bound	46	44	44	43	42	41	41	40	39	39	38	37	36	35	35	34	33	34.6	2016	33	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	858	-56.01387025	-32.8002838	URY	Uruguay	1	PER_100000_POP	UB	Per 100,000 population	Upper bound	26	28	21	26	29	25	22	24	27	28	28	32	32	34	33	35	34	33.6	2016	34	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	858	-56.01387025	-32.8002838	URY	Uruguay	2	PER_100000_POP	MP	Per 100,000 population	P	22	24	19	22	25	22	19	21	24	24	24	28	27	30	29	30	29	29	2016	29	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	858	-56.01387025	-32.8002838	URY	Uruguay	3	PER_100000_POP	LB	Per 100,000 population	Lower bound	19	20	16	19	22	18	16	18	20	21	20	24	23	25	25	26	25	24.8	2016	25	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	860	63.11944558	41.77560518	UZB	Uzbekistan	1	PER_100000_POP	UB	Per 100,000 population	Upper bound	141	153	146	139	170	158	142	148	150	131	139	133	128	100	103	105	103	107.8	2016	103	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	860	63.11944558	41.77560518	UZB	Uzbekistan	2	PER_100000_POP	MP	Per 100,000 population	P	99	107	113	117	119	120	116	110	105	101	97	93	89	86	82	79	76	82.4	2016	76	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	860	63.11944558	41.77560518	UZB	Uzbekistan	3	PER_100000_POP	LB	Per 100,000 population	Lower bound	64	69	85	97	77	86	93	78	68	76	63	60	58	73	64	57	53	61	2016	53	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
2018.Q2.G.01	SH_TBS_INCID	Tuberculosis incidence (per 100,000 population)	862	-66.15642084	7.121324748	VEN	Venezuela (Bolivarian Republic)	1	PER_100000_POP	UB	Per 100,000 population	Upper bound	42	40	39	41	41	40	39	37	36	36	35	34	34	34	33	36	41	35.6	2016	41	WHO Global Tuberculosis Report 2017 (http://www.who.int/tb/data/)	E
