series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Units	Type of mobile technology	Units description	Type of mobile technology description	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	last.5.years.mean	latest.year	latest.value	latest.source	latest.nature
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	768	0.97835765	8.532096072	TGO	Togo	1	PERCENT	AL3G	Percentage	at least 3g mobile network				0	14	23		23	50		0	14	23		23	50	45	35.25	2016	45	Autorité de Règlementation des secteurs de Postes et de Télécommunications	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	768	0.97835765	8.532096072	TGO	Togo	2	PERCENT	AL2G	Percentage	at least 2g mobile network	80	85	85	85	85	85	85	85			75	91	91		91	93	91	91.5	2016	91	Autorité de Règlementation des secteurs de Postes et de Télécommunications	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	768	0.97835765	8.532096072	TGO	Togo	3	PERCENT	AL4G	Percentage	at least 4g mobile network																	0	0	2016	0	ITU estimate. 	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	772	-171.8154473	-9.214545558	TKL	Tokelau	1	PERCENT	AL3G	Percentage	at least 3g mobile network																						
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	772	-171.8154473	-9.214545558	TKL	Tokelau	2	PERCENT	AL2G	Percentage	at least 2g mobile network																						
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	772	-171.8154473	-9.214545558	TKL	Tokelau	3	PERCENT	AL4G	Percentage	at least 4g mobile network																						
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	776	-175.1959991	-21.19511329	TON	Tonga	1	PERCENT	AL3G	Percentage	at least 3g mobile network									70							70	95	82.5	2016	95	ITU estimate.	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	776	-175.1959991	-21.19511329	TON	Tonga	2	PERCENT	AL2G	Percentage	at least 2g mobile network		70	70	70	70	70	85	90								92		92	2015	92	Ministry of Meteorology, Energy, Information, Disaster Management, Environment and Climate Change, Communication (MEIDECC)	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	776	-175.1959991	-21.19511329	TON	Tonga	3	PERCENT	AL4G	Percentage	at least 4g mobile network															0	0	41.14	13.7133333333333	2016	41.14	ITU estimate.	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	780	-61.29389504	10.41877263	TTO	Trinidad and Tobago	1	PERCENT	AL3G	Percentage	at least 3g mobile network						75	75	75	75				75	75	75	75	75	75	2016	75	Telecommunications Authority of Trinidad and Tobago (TATT)	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	780	-61.29389504	10.41877263	TTO	Trinidad and Tobago	2	PERCENT	AL2G	Percentage	at least 2g mobile network								100	100	100	100		100	100	100	100	100	100	2016	100	Telecommunications Authority of Trinidad and Tobago (TATT)	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	780	-61.29389504	10.41877263	TTO	Trinidad and Tobago	3	PERCENT	AL4G	Percentage	at least 4g mobile network																65	10	37.5	2016	10	Telecommunications Authority of Trinidad and Tobago (TATT)	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	784	53.98279159	23.43322219	ARE	United Arab Emirates	1	PERCENT	AL3G	Percentage	at least 3g mobile network				100	100	100	100	100	100		100	100	100	100	100	100	100	100	2016	100	Telecommunications Regulatory Authority (TRA)	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	784	53.98279159	23.43322219	ARE	United Arab Emirates	2	PERCENT	AL2G	Percentage	at least 2g mobile network	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	2016	100	Telecommunications Regulatory Authority (TRA)	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	784	53.98279159	23.43322219	ARE	United Arab Emirates	3	PERCENT	AL4G	Percentage	at least 4g mobile network															85	95.29	99.6	93.2966666666667	2016	99.6	Telecommunications Regulatory Authority 	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	788	9.572737411	34.11439971	TUN	Tunisia	1	PERCENT	AL3G	Percentage	at least 3g mobile network				65	83	84	87	90	94		65	83	84	87	90	94	99	90.8	2016	99	Instance Nationale des Télécommunications	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	788	9.572737411	34.11439971	TUN	Tunisia	2	PERCENT	AL2G	Percentage	at least 2g mobile network			60	98	98	98	100	100	100	100	99	99	99	99	99	99	99	99	2016	99	Instance Nationale des Télécommunications	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	788	9.572737411	34.11439971	TUN	Tunisia	3	PERCENT	AL4G	Percentage	at least 4g mobile network															0	0	73	24.3333333333333	2016	73	Instance Nationale des Télécommunications	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	792	35.42890329	38.9899684	TUR	Turkey	1	PERCENT	AL3G	Percentage	at least 3g mobile network	0	0						93	95.03						93	95.03	96.04	94.69	2016	96.04	Information and Communication Technologies Authority (ICTA)	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	792	35.42890329	38.9899684	TUR	Turkey	2	PERCENT	AL2G	Percentage	at least 2g mobile network	50.2	87.5	88.2	94.96	95	96.3	98.76	98.01	100	100	100			98	98	98.51	99.67	98.545	2016	99.67	Information and Communication Technologies Authority (ICTA)	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	792	35.42890329	38.9899684	TUR	Turkey	3	PERCENT	AL4G	Percentage	at least 4g mobile network															0	0	82.5	27.5	2016	82.5	ITU estimate.	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	795	58.9787665	40.0912346	TKM	Turkmenistan	1	PERCENT	AL3G	Percentage	at least 3g mobile network								60	60						60	60	75.8	65.2666666666667	2016	75.8	ITU estimate.	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	795	58.9787665	40.0912346	TKM	Turkmenistan	2	PERCENT	AL2G	Percentage	at least 2g mobile network		12.4				13.7	13.7												2006	13.7	NA	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	795	58.9787665	40.0912346	TKM	Turkmenistan	3	PERCENT	AL4G	Percentage	at least 4g mobile network															10	25	46.1	27.0333333333333	2016	46.1	ITU estimate.	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	796	-71.745121	21.80780585	TCA	Turks and Caicos Islands	1	PERCENT	AL3G	Percentage	at least 3g mobile network																	95	95	2016	95	ITU estimate.	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	796	-71.745121	21.80780585	TCA	Turks and Caicos Islands	2	PERCENT	AL2G	Percentage	at least 2g mobile network																98		98	2015	98	ITU estimate	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	796	-71.745121	21.80780585	TCA	Turks and Caicos Islands	3	PERCENT	AL4G	Percentage	at least 4g mobile network																95	96.87	95.935	2016	96.87	ITU estimate.	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	798	178.6679611	-7.460048071	TUV	Tuvalu	1	PERCENT	AL3G	Percentage	at least 3g mobile network																						
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	798	178.6679611	-7.460048071	TUV	Tuvalu	2	PERCENT	AL2G	Percentage	at least 2g mobile network					15	13	16	18											2007	18	NA	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	798	178.6679611	-7.460048071	TUV	Tuvalu	3	PERCENT	AL4G	Percentage	at least 4g mobile network																						
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	800	32.39100438	1.279557331	UGA	Uganda	1	PERCENT	AL3G	Percentage	at least 3g mobile network				42	42	45		40	60		42	42	45		40	60	64	52.25	2016	64	Uganda Communications Commission	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	800	32.39100438	1.279557331	UGA	Uganda	2	PERCENT	AL2G	Percentage	at least 2g mobile network	16.05	22	35	46	75	70	80	80	100	100	100	100	100			91	93	94.6666666666667	2016	93	Uganda Communications Commission	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	800	32.39100438	1.279557331	UGA	Uganda	3	PERCENT	AL4G	Percentage	at least 4g mobile network															15	10	15	13.3333333333333	2016	15	Uganda Communications Commission	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	804	31.40270802	49.00735945	UKR	Ukraine	1	PERCENT	AL3G	Percentage	at least 3g mobile network		0.5	0.8	1.4	1.7	2.2	1.7	1.7	35	0.8	1.4	1.7	2.2	1.7	1.7	35	90	26.12	2016	90	ITU estimate.	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	804	31.40270802	49.00735945	UKR	Ukraine	2	PERCENT	AL2G	Percentage	at least 2g mobile network			75		92	96	96.16		99.9	99.9	99.9	99.9	99.9	99.9	99.9	99.9	99.9	99.9	2016	99.9	State Service of Special Communications and Information Protection of Ukraine	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	804	31.40270802	49.00735945	UKR	Ukraine	3	PERCENT	AL4G	Percentage	at least 4g mobile network															0	0	1.44	0.48	2016	1.44	ITU estimate.	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	807	21.7007909	41.60048068	MKD	Macedonia, Republic of	1	PERCENT	AL3G	Percentage	at least 3g mobile network				67				67	98.07		67				67	98.07	99.02	88.03	2016	99.02	Agency for Electronic Communications	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	807	21.7007909	41.60048068	MKD	Macedonia, Republic of	2	PERCENT	AL2G	Percentage	at least 2g mobile network	90				98	99	99.8	99.9			99.9					99.7	99.7	99.7	2016	99.7	Agency for Electronic Communications	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	807	21.7007909	41.60048068	MKD	Macedonia, Republic of	3	PERCENT	AL4G	Percentage	at least 4g mobile network															45	71.03	91.5	69.1766666666667	2016	91.5	Agency for Electronic Communications	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	818	29.77468534	26.57438204	EGY	Egypt	1	PERCENT	AL3G	Percentage	at least 3g mobile network			77	87	91	94	95	95.4	97.8	77	87	91	94	95	95.4	97.8	98.71	96.182	2016	98.71	Ministry of Communications and Information Technology	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	818	29.77468534	26.57438204	EGY	Egypt	2	PERCENT	AL2G	Percentage	at least 2g mobile network						92	92	99.6	99.6	99.7	99.7	99.7	99.8	99.8	99.8	99.8	99.8	99.8	2016	99.8	Ministry of Communications and Information Technology	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	818	29.77468534	26.57438204	EGY	Egypt	3	PERCENT	AL4G	Percentage	at least 4g mobile network															0	0	0	0	2016	0	ITU estimate. 	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	826	-2.23830539	53.27691757	GBR	United Kingdom	1	PERCENT	AL3G	Percentage	at least 3g mobile network		90	93	95	99.1	99.1	99.2	99.3	99.6	93	95	99.1	99.1	99.2	99.3	99.6	99.6	99.36	2016	99.6	Office of Communications	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	826	-2.23830539	53.27691757	GBR	United Kingdom	2	PERCENT	AL2G	Percentage	at least 2g mobile network	99	99	99	99	99	99	99.8	99.8	99.8	99.8	99.8	99.7	99.6	99.7	99.7	99.6	99.6	99.64	2016	99.6	Office of Communications	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	826	-2.23830539	53.27691757	GBR	United Kingdom	3	PERCENT	AL4G	Percentage	at least 4g mobile network															80	97.8	98.5	92.1	2016	98.5	Office of Communications	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	831	-2.200712402	49.71561166	GGY	Guernsey	1	PERCENT	AL3G	Percentage	at least 3g mobile network																						
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	831	-2.200712402	49.71561166	GGY	Guernsey	2	PERCENT	AL2G	Percentage	at least 2g mobile network																						
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	831	-2.200712402	49.71561166	GGY	Guernsey	3	PERCENT	AL4G	Percentage	at least 4g mobile network																						
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	832	-2.136773508	49.22353354	JEY	Jersey	1	PERCENT	AL3G	Percentage	at least 3g mobile network																						
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	832	-2.136773508	49.22353354	JEY	Jersey	2	PERCENT	AL2G	Percentage	at least 2g mobile network																						
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	832	-2.136773508	49.22353354	JEY	Jersey	3	PERCENT	AL4G	Percentage	at least 4g mobile network																						
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	833	-4.538190305	54.22880901	IMN	Isle of Man	1	PERCENT	AL3G	Percentage	at least 3g mobile network																						
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	833	-4.538190305	54.22880901	IMN	Isle of Man	2	PERCENT	AL2G	Percentage	at least 2g mobile network																						
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	833	-4.538190305	54.22880901	IMN	Isle of Man	3	PERCENT	AL4G	Percentage	at least 4g mobile network																						
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	834	34.80521182	-6.265332606	TZA	Tanzania, United Republic of	1	PERCENT	AL3G	Percentage	at least 3g mobile network				70	80	85	85	85	85		70	80	85	85	85	85	85	85	2016	85	Tanzania Communications Regulatory Authority (TCRA)	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	834	34.80521182	-6.265332606	TZA	Tanzania, United Republic of	2	PERCENT	AL2G	Percentage	at least 2g mobile network			25	25	36	45	56	65	70	85	85	90	95	95	95	95	95	95	2016	95	Tanzania Communications Regulatory Authority (TCRA)	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	834	34.80521182	-6.265332606	TZA	Tanzania, United Republic of	3	PERCENT	AL4G	Percentage	at least 4g mobile network															25	13	13	17	2016	13	Tanzania Communications Regulatory Authority (TCRA)	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	840	-99.13830311	39.5277871	USA	United States of America	1	PERCENT	AL3G	Percentage	at least 3g mobile network	82	92	98.1	98.5	89.6	99.5		99.5	99.9	98.1	98.5	89.6	99.5		99.5	99.9	99.9	99.7	2016	99.9	Federal Communications Commission	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	840	-99.13830311	39.5277871	USA	United States of America	2	PERCENT	AL2G	Percentage	at least 2g mobile network	99	99	99	99	99	99	99.8	99.6	99.6	99.6	99.8		99.9		99.9	99.9	99.9	99.9	2016	99.9	Federal Communications Commission	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	840	-99.13830311	39.5277871	USA	United States of America	3	PERCENT	AL4G	Percentage	at least 4g mobile network															98.5	99.6	99.7	99.2666666666667	2016	99.7	Federal Communications Commission	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	850	-64.76960113	17.73297693	VIR	United States Virgin Islands	1	PERCENT	AL3G	Percentage	at least 3g mobile network																	80.13	80.13	2016	80.13	ITU estimate.	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	850	-64.76960113	17.73297693	VIR	United States Virgin Islands	2	PERCENT	AL2G	Percentage	at least 2g mobile network																						
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	850	-64.76960113	17.73297693	VIR	United States Virgin Islands	3	PERCENT	AL4G	Percentage	at least 4g mobile network															0	0	71.01	23.67	2016	71.01	ITU estimate.	
2018.Q2.G.01	IT_MOB_NTWK	Proportion of population covered by a mobile network, by technology (%)	854	-1.742843829	12.27491081	BFA	Burkina Faso	1	PERCENT	AL3G	Percentage	at least 3g mobile network	0	0	0					0	10	0					0	10	23	11	2016	23	Autorité de Régulation des Communications Électroniques et des Postes (ARCEP)	
